UserID,Age,Gender,Education,Preferred Industry,career_label,Writing,Finance,Programming,Engineering,Healthcare,Design,Marketing,Technology,Entertainment,Sports,Arts
179,55,0,0,0,Financial Analyst,0,1,0,0,0,0,1,0,1,0,0
180,47,0,1,3,Teacher,0,1,0,0,0,0,0,0,0,0,0
181,46,1,0,2,Doctor,1,1,0,0,0,1,0,0,0,1,1
182,39,0,0,4,Artist,1,0,0,0,1,1,0,0,0,0,1
183,49,2,0,4,Graphic Designer,0,0,0,0,0,0,1,0,0,1,0
184,27,0,0,4,Financial Analyst,1,0,0,0,0,1,0,0,0,0,1
185,25,0,0,3,Financial Analyst,0,0,1,0,1,1,0,0,0,0,0
186,45,0,0,6,Graphic Designer,0,0,0,0,1,0,0,0,0,0,1
187,22,2,1,1,Marketing Manager,0,1,0,0,0,0,0,0,0,0,1
188,26,0,0,0,Doctor,0,1,0,0,1,0,0,1,0,0,0
189,29,1,0,1,Graphic Designer,0,1,0,0,0,1,0,0,0,1,1
190,32,1,0,1,Sports Coach,1,0,0,1,0,1,0,0,0,0,0
191,45,2,0,0,Financial Analyst,1,0,0,0,0,1,0,0,1,0,0
192,27,1,0,0,Marketing Manager,0,0,1,0,1,0,0,0,0,0,0
193,37,2,0,5,Mechanical Engineer,0,0,0,1,0,1,0,0,0,0,1
194,29,2,0,0,Mechanical Engineer,1,0,1,1,0,0,0,0,0,0,0
195,34,1,0,5,Mechanical Engineer,0,1,0,0,0,0,0,0,1,0,1
196,59,0,0,1,Graphic Designer,0,1,1,1,0,0,1,0,1,0,0
197,35,2,1,2,Financial Analyst,0,0,1,0,0,0,0,0,1,0,0
198,36,2,0,5,Software Engineer,0,0,0,0,1,0,0,0,0,0,0
199,39,1,0,1,Artist,1,0,1,1,0,0,0,0,0,0,0
200,34,1,0,4,Artist,0,0,1,0,0,0,0,0,1,0,0
201,42,1,0,2,Mechanical Engineer,0,0,0,0,0,1,0,0,0,0,1
202,43,0,1,0,Financial Analyst,0,1,0,0,0,0,0,0,1,0,0
203,22,0,0,2,Mechanical Engineer,0,0,1,0,0,1,0,0,0,1,0
204,38,1,0,6,Sports Coach,0,0,1,1,0,0,0,0,0,0,0
205,51,2,0,6,Sports Coach,0,0,1,0,0,0,0,0,0,0,1
206,38,2,0,0,Marketing Manager,0,0,1,1,0,0,0,1,0,0,0
207,39,2,0,0,Graphic Designer,0,0,1,0,0,1,1,0,0,1,0
208,52,2,0,2,Financial Analyst,0,1,0,0,1,0,1,0,0,0,0
209,32,1,0,3,Sports Coach,0,1,0,1,0,1,0,0,0,0,1
210,46,0,0,0,Financial Analyst,0,0,1,0,1,0,0,0,0,0,0
211,37,2,0,6,Software Engineer,0,0,0,0,0,1,0,0,0,0,1
212,32,1,0,2,Marketing Manager,0,1,0,0,0,0,0,0,1,0,1
213,55,1,0,1,Marketing Manager,1,0,0,1,0,0,0,0,0,0,0
214,26,0,0,2,Artist,0,0,1,0,1,0,1,1,0,0,0
215,55,1,1,4,Software Engineer,0,0,0,0,1,0,1,0,0,0,0
216,45,1,0,3,Marketing Manager,0,0,1,1,0,0,0,1,0,0,0
217,19,1,0,4,Data Scientist,0,1,0,0,0,0,0,0,1,0,0
218,56,2,0,3,Teacher,0,0,0,1,0,1,0,1,0,0,0
219,58,0,1,6,Marketing Manager,1,0,0,1,0,0,1,0,0,0,0
220,23,2,0,0,Teacher,1,0,0,0,0,1,0,1,0,0,0
221,50,1,0,0,Mechanical Engineer,1,0,0,1,0,0,0,0,1,0,0
222,34,0,0,3,Sports Coach,1,0,1,0,0,0,0,0,0,1,1
223,58,2,0,3,Financial Analyst,1,0,1,0,0,0,0,1,0,1,0
224,54,1,0,1,Sports Coach,0,1,0,1,0,0,0,0,0,1,0
225,31,2,0,4,Teacher,0,1,1,0,1,0,0,0,0,0,0
226,59,2,0,0,Mechanical Engineer,0,1,1,1,0,0,0,1,0,0,0
227,22,0,0,0,Doctor,0,1,0,0,1,1,0,0,0,0,0
228,45,1,0,3,Data Scientist,0,1,0,0,0,0,1,1,0,0,0
229,29,1,0,5,Financial Analyst,0,0,0,1,0,1,0,0,0,0,0
230,55,0,0,5,Mechanical Engineer,0,0,0,0,0,0,0,0,0,1,0
231,30,0,0,4,Mechanical Engineer,0,0,1,0,0,0,1,1,0,0,0
232,36,2,0,5,Financial Analyst,1,0,1,0,1,0,0,1,0,0,0
233,38,1,0,6,Data Scientist,0,0,0,0,0,0,1,0,1,1,0
234,52,2,0,4,Teacher,0,1,0,0,1,0,0,1,0,0,0
235,57,2,0,6,Doctor,0,1,0,0,0,0,0,0,0,0,1
236,34,2,0,5,Teacher,0,1,0,0,0,0,0,0,1,0,0
237,60,2,0,3,Mechanical Engineer,0,0,1,1,0,0,0,0,1,0,0
238,51,0,1,3,Teacher,1,0,0,0,0,0,0,0,1,0,0
239,23,0,0,1,Marketing Manager,0,0,0,0,0,0,0,1,0,1,0
240,35,0,1,6,Teacher,0,0,0,0,0,0,1,0,0,0,0
241,37,2,1,2,Teacher,0,1,0,0,0,0,0,0,0,0,0
242,45,2,1,1,Sports Coach,0,1,0,0,0,0,1,0,0,0,0
243,24,2,1,0,Artist,0,0,0,0,0,1,0,0,0,0,0
244,58,1,1,1,Data Scientist,1,0,1,0,0,1,0,0,1,0,0
245,34,0,0,0,Doctor,1,0,1,0,1,0,0,0,0,0,1
246,30,0,1,0,Artist,0,0,0,0,0,1,0,0,0,0,0
247,23,1,0,3,Sports Coach,0,1,1,0,0,0,0,1,0,1,0
248,26,0,0,4,Data Scientist,0,0,0,0,0,1,1,0,0,1,0
249,48,0,0,2,Data Scientist,0,0,0,0,0,0,1,1,0,0,1
250,48,1,0,3,Data Scientist,0,0,1,0,0,0,1,0,0,0,1
251,38,1,0,0,Graphic Designer,1,0,0,1,0,0,1,0,0,0,1
252,56,2,0,2,Data Scientist,1,0,1,0,0,0,0,0,0,0,1
253,23,0,1,1,Sports Coach,1,0,0,0,0,1,0,0,0,0,0
254,29,1,0,4,Financial Analyst,1,0,1,1,0,0,1,0,0,0,0
255,40,0,0,0,Data Scientist,0,0,1,1,0,1,0,0,0,0,1
256,33,1,0,4,Mechanical Engineer,0,0,0,0,0,1,1,1,0,0,0
257,54,0,0,5,Doctor,0,1,0,0,1,0,1,0,0,0,0
258,44,2,0,0,Doctor,0,0,0,0,0,1,0,0,1,0,0
259,57,1,0,6,Mechanical Engineer,1,0,0,0,1,0,0,0,0,0,0
260,44,0,0,5,Software Engineer,0,1,1,0,1,0,1,1,0,0,0
261,47,1,0,5,Financial Analyst,0,0,1,0,0,0,1,0,1,0,0
262,39,2,0,5,Mechanical Engineer,0,0,0,0,1,1,0,0,1,0,0
263,25,2,1,2,Software Engineer,0,0,1,0,0,0,0,0,0,0,0
264,39,1,0,1,Sports Coach,0,0,0,0,0,0,0,0,0,0,1
265,48,2,0,5,Doctor,0,1,0,0,1,0,1,0,0,0,0
266,42,2,0,4,Marketing Manager,0,1,0,1,0,1,0,0,0,0,1
267,20,1,0,6,Doctor,0,1,1,0,1,1,0,0,0,0,0
268,51,2,0,0,Doctor,0,0,1,0,1,0,1,0,0,1,0
269,47,0,0,6,Sports Coach,0,0,0,0,1,0,1,0,0,0,1
270,40,2,0,6,Artist,0,0,1,0,0,0,0,1,0,0,0
271,52,2,0,4,Doctor,1,1,0,0,0,0,0,0,1,1,0
272,32,0,0,3,Marketing Manager,0,0,1,1,0,1,0,0,0,1,0
273,52,0,0,5,Artist,0,0,0,0,1,1,1,0,0,0,0
274,45,0,1,4,Doctor,0,0,0,0,0,0,0,0,0,0,0
275,50,0,0,1,Mechanical Engineer,0,1,0,0,1,0,0,0,0,0,0
276,53,1,0,4,Graphic Designer,1,0,0,0,0,1,0,1,0,0,0
277,42,0,0,5,Mechanical Engineer,0,0,0,0,1,0,1,0,0,1,0
278,57,1,0,5,Sports Coach,0,0,1,0,0,0,0,1,0,0,0
279,19,2,0,4,Data Scientist,0,0,0,0,1,0,0,0,0,0,0
280,47,1,0,1,Graphic Designer,1,0,0,0,0,1,0,0,0,1,0
281,56,1,1,0,Graphic Designer,0,1,0,0,0,0,1,0,0,0,1
282,46,0,0,1,Software Engineer,0,1,0,0,1,0,0,0,0,0,0
283,30,1,0,3,Artist,1,0,0,0,0,0,1,1,0,0,0
284,57,0,0,2,Doctor,0,0,0,0,0,0,1,1,0,0,0
285,31,2,0,2,Sports Coach,0,0,0,0,0,0,1,1,0,0,1
286,40,1,0,2,Mechanical Engineer,0,0,1,0,0,0,1,1,0,0,0
287,46,0,0,1,Marketing Manager,0,0,1,0,0,0,1,0,0,0,1
288,60,0,0,2,Data Scientist,0,1,0,0,0,0,0,0,0,1,0
289,32,0,1,3,Artist,1,0,0,0,0,0,0,0,0,1,0
290,50,0,0,1,Artist,0,0,0,1,1,1,1,0,0,0,0
291,26,0,0,5,Teacher,0,0,0,0,0,0,0,1,1,0,0
292,34,1,0,1,Doctor,0,1,0,0,0,0,1,0,1,0,0
293,38,2,0,0,Sports Coach,0,0,0,1,0,0,0,0,0,0,0
294,47,2,1,3,Mechanical Engineer,1,0,0,0,0,0,0,0,0,0,0
295,30,0,0,5,Mechanical Engineer,0,0,0,0,1,1,1,0,0,0,0
296,20,1,0,1,Financial Analyst,1,0,1,0,0,0,1,0,1,1,0
297,34,0,1,2,Teacher,0,1,0,0,0,0,1,0,0,0,0
298,34,1,1,3,Doctor,0,1,0,0,0,0,0,1,0,0,0
299,18,1,0,0,Marketing Manager,0,0,0,1,0,0,1,0,0,1,0
300,52,0,0,2,Doctor,0,0,0,0,0,0,1,0,1,1,0
301,45,1,0,5,Sports Coach,0,0,1,0,0,1,0,0,0,1,0
302,33,1,0,5,Sports Coach,0,1,0,0,0,1,0,0,0,0,1
303,44,2,0,2,Teacher,0,0,0,0,1,1,0,0,0,0,1
304,28,0,0,6,Teacher,0,1,0,0,1,1,0,1,0,0,0
305,50,1,0,0,Financial Analyst,0,1,1,0,0,1,0,0,0,1,1
306,54,2,0,4,Financial Analyst,0,1,1,0,0,0,0,0,0,1,1
307,40,2,1,0,Sports Coach,1,1,0,0,0,1,0,0,0,1,0
308,33,2,0,5,Mechanical Engineer,0,1,0,0,0,0,1,1,0,0,0
309,22,0,0,6,Teacher,1,0,0,0,0,0,1,0,1,0,0
310,23,0,0,6,Marketing Manager,0,0,0,0,0,0,0,0,0,1,1
311,41,0,0,6,Mechanical Engineer,0,0,0,0,1,0,0,0,0,0,1
312,48,1,0,3,Sports Coach,0,0,0,0,0,1,1,0,1,0,0
313,19,0,0,1,Mechanical Engineer,0,0,0,0,0,1,0,0,1,0,0
314,47,0,1,0,Artist,1,0,0,0,1,1,0,0,0,0,0
315,26,2,0,0,Financial Analyst,1,0,0,0,0,0,0,1,0,0,0
316,18,0,0,6,Artist,0,0,0,0,1,1,0,0,0,0,0
317,31,2,0,3,Marketing Manager,1,0,0,0,0,1,0,0,1,0,0
318,47,0,0,6,Marketing Manager,0,0,0,0,0,0,1,1,0,1,0
319,31,1,0,1,Software Engineer,0,0,0,1,0,1,0,0,0,0,0
320,46,2,0,6,Graphic Designer,0,0,1,0,1,0,1,0,1,0,0
321,48,1,0,2,Artist,0,1,0,1,0,0,0,0,0,1,0
322,51,1,0,0,Data Scientist,0,0,0,1,0,0,1,0,0,0,1
323,39,1,0,4,Doctor,0,1,1,0,1,0,0,0,0,0,0
324,34,2,0,0,Financial Analyst,0,0,1,0,0,0,0,0,1,1,0
325,37,2,0,2,Financial Analyst,0,0,0,0,0,1,0,1,0,0,0
326,48,1,1,1,Sports Coach,1,0,0,0,0,0,0,0,1,0,0
327,59,0,0,3,Teacher,0,0,0,0,1,0,0,0,0,1,0
328,27,1,1,3,Software Engineer,1,0,1,0,0,0,0,0,0,1,0
329,56,1,0,4,Software Engineer,0,0,1,0,0,0,1,0,0,0,1
330,42,0,0,6,Sports Coach,1,0,0,0,0,1,0,1,0,0,0
331,30,1,0,6,Artist,1,1,1,0,0,0,0,0,1,0,0
332,53,2,0,5,Artist,0,0,0,0,0,1,0,1,0,1,0
333,53,1,0,4,Graphic Designer,1,0,0,0,0,0,0,1,0,0,0
334,37,2,0,5,Artist,0,0,0,0,0,0,0,1,0,0,0
335,33,0,0,5,Doctor,1,1,0,1,0,0,0,0,1,0,0
336,44,2,1,6,Sports Coach,1,0,0,0,0,0,0,0,0,1,0
337,54,0,0,0,Financial Analyst,0,1,1,0,1,1,0,0,1,0,0
338,35,0,0,1,Marketing Manager,0,0,0,0,0,0,0,0,1,0,1
339,29,2,1,2,Graphic Designer,1,1,0,1,0,1,0,0,0,0,0
340,35,2,0,3,Artist,0,0,0,0,0,0,1,0,0,0,1
341,36,2,0,0,Mechanical Engineer,0,0,0,0,0,0,1,1,0,1,0
342,28,2,0,5,Marketing Manager,0,0,1,0,0,1,1,1,0,1,0
343,22,0,0,6,Mechanical Engineer,0,0,0,0,1,1,1,0,0,0,1
344,52,2,0,1,Sports Coach,0,1,0,0,1,0,1,0,0,1,0
345,21,1,0,0,Doctor,1,0,1,1,1,0,0,0,0,0,0
346,57,1,0,1,Doctor,1,0,0,0,0,0,1,0,1,0,1
347,46,2,0,6,Financial Analyst,0,1,0,0,1,0,1,0,0,0,1
348,51,2,1,5,Doctor,0,0,0,0,0,1,0,0,0,0,0
349,30,0,0,1,Data Scientist,1,0,0,0,0,0,0,0,0,1,0
350,23,1,1,5,Doctor,0,1,1,0,0,0,0,0,1,0,0
351,48,2,0,2,Financial Analyst,0,1,0,0,0,0,0,1,0,1,0
352,59,0,0,2,Financial Analyst,0,1,0,0,0,1,0,1,1,0,0
353,47,0,1,3,Sports Coach,0,0,1,1,0,0,0,0,0,0,0
354,40,1,0,4,Mechanical Engineer,0,0,1,0,1,0,0,0,0,1,0
355,54,1,0,3,Data Scientist,0,0,1,1,0,1,0,1,0,0,0
